,date,chain_network,collateral_symbol,exposure_supplyUsd
749,2025-11-13,ethereum,deUSD,3174.935297354074
750,2025-11-13,ethereum,sdeUSD,8856590.200004667
751,2025-11-13,ethereum,xUSD,0.20289931152290824
752,2025-11-14,Arbitrum,xUSD,736736.2472429107
753,2025-11-14,Plume,deUSD,0.0
754,2025-11-14,Plume,sdeUSD,20459.60148053254
755,2025-11-14,Plume,xUSD,0.0
756,2025-11-14,ethereum,deUSD,3174.718787248485
757,2025-11-14,ethereum,sdeUSD,8897001.906374704
758,2025-11-14,ethereum,xUSD,0.20290573927893618
759,2025-11-15,Arbitrum,xUSD,742703.531643687
760,2025-11-15,Plume,deUSD,0.0
761,2025-11-15,Plume,sdeUSD,20539.46054704989
762,2025-11-15,Plume,xUSD,0.0
763,2025-11-15,ethereum,deUSD,3175.133224417387
764,2025-11-15,ethereum,sdeUSD,8945446.766967982
765,2025-11-15,ethereum,xUSD,0.202951773349196
766,2025-11-16,Arbitrum,xUSD,749565.813997082
767,2025-11-16,Plume,deUSD,0.0
768,2025-11-16,Plume,sdeUSD,20628.397287437736
769,2025-11-16,Plume,xUSD,0.0
770,2025-11-16,ethereum,deUSD,3175.1406954296585
771,2025-11-16,ethereum,sdeUSD,8999988.674144048
772,2025-11-16,ethereum,xUSD,0.2029708166135835
773,2025-11-17,Arbitrum,xUSD,757553.2071733865
774,2025-11-17,Plume,deUSD,0.0
775,2025-11-17,Plume,sdeUSD,20728.88581801823
776,2025-11-17,Plume,xUSD,0.0
777,2025-11-17,ethereum,deUSD,3175.3881620232987
778,2025-11-17,ethereum,sdeUSD,9063587.436481724
779,2025-11-17,ethereum,xUSD,0.20300384908642694
780,2025-11-18,Arbitrum,xUSD,767019.2111367064
781,2025-11-18,Plume,deUSD,0.0
782,2025-11-18,Plume,sdeUSD,20847.995996578735
783,2025-11-18,Plume,xUSD,0.0
784,2025-11-18,ethereum,deUSD,3175.5444748400755
785,2025-11-18,ethereum,sdeUSD,9136742.93880391
786,2025-11-18,ethereum,xUSD,0.203029829609283
787,2025-11-19,Arbitrum,xUSD,777999.2898679575
788,2025-11-19,Plume,deUSD,0.0
789,2025-11-19,Plume,sdeUSD,20984.65713448426
790,2025-11-19,Plume,xUSD,0.0
791,2025-11-19,ethereum,deUSD,3175.7412492211797
792,2025-11-19,ethereum,sdeUSD,9222265.798800923
793,2025-11-19,ethereum,xUSD,0.20305675072888058
794,2025-11-20,Arbitrum,xUSD,790637.8976924263
795,2025-11-20,Plume,deUSD,0.0
796,2025-11-20,Plume,sdeUSD,21143.842173953613
797,2025-11-20,Plume,xUSD,0.0
798,2025-11-20,ethereum,deUSD,3175.577787062777
799,2025-11-20,ethereum,sdeUSD,9319914.981796056
800,2025-11-20,ethereum,xUSD,0.2030587972874611
801,2025-11-21,Arbitrum,xUSD,806080.3223627027
802,2025-11-21,Plume,deUSD,0.0
803,2025-11-21,Plume,sdeUSD,21328.176719029103
804,2025-11-21,Plume,xUSD,0.0
805,2025-11-21,ethereum,deUSD,3176.048146063244
806,2025-11-21,ethereum,sdeUSD,9438722.585963493
807,2025-11-21,ethereum,xUSD,0.20310033940956815
808,2025-11-22,Arbitrum,xUSD,823402.8813780553
809,2025-11-22,Plume,deUSD,0.0
810,2025-11-22,Plume,sdeUSD,21543.724828602404
811,2025-11-22,Plume,xUSD,0.0
812,2025-11-22,ethereum,deUSD,3176.1804026462387
813,2025-11-22,ethereum,sdeUSD,9570345.705185724
814,2025-11-22,ethereum,xUSD,0.2031162494451777
815,2025-11-23,Arbitrum,xUSD,837602.5544998322
816,2025-11-23,Plume,deUSD,0.0
817,2025-11-23,Plume,sdeUSD,21789.655664928356
818,2025-11-23,Plume,xUSD,0.0
819,2025-11-23,ethereum,deUSD,3176.17754552937
820,2025-11-23,ethereum,sdeUSD,9723176.66802335
821,2025-11-23,ethereum,xUSD,0.20312117224767057
822,2025-11-24,Arbitrum,xUSD,853126.7309583084
823,2025-11-24,Plume,deUSD,0.0
824,2025-11-24,Plume,sdeUSD,22081.78286684972
825,2025-11-24,Plume,xUSD,0.0
826,2025-11-24,ethereum,deUSD,3176.8750239990586
827,2025-11-24,ethereum,sdeUSD,9905344.17318934
828,2025-11-24,ethereum,xUSD,0.20316651634921934
829,2025-11-25,Arbitrum,xUSD,870103.8131643126
830,2025-11-25,Plume,deUSD,0.0
831,2025-11-25,Plume,sdeUSD,22430.36397577464
832,2025-11-25,Plume,xUSD,0.0
833,2025-11-25,ethereum,deUSD,3177.316953531799
834,2025-11-25,ethereum,sdeUSD,10111334.979096057
835,2025-11-25,ethereum,xUSD,0.2031924762039296
836,2025-11-26,Arbitrum,xUSD,888492.265901324
837,2025-11-26,Plume,deUSD,0.0
838,2025-11-26,Plume,sdeUSD,22827.870012769727
839,2025-11-26,Plume,xUSD,0.0
840,2025-11-26,ethereum,deUSD,3177.506528061356
841,2025-11-26,ethereum,sdeUSD,10321801.823921444
842,2025-11-26,ethereum,xUSD,0.20319787743881165
843,2025-11-27,Arbitrum,xUSD,908624.9950643051
844,2025-11-27,Plume,deUSD,0.0
845,2025-11-27,Plume,sdeUSD,23313.966016792758
846,2025-11-27,Plume,xUSD,0.0
847,2025-11-27,ethereum,deUSD,3178.5138321199292
848,2025-11-27,ethereum,sdeUSD,10547027.22491027
849,2025-11-27,ethereum,xUSD,0.20324967486648163
850,2025-11-28,Arbitrum,xUSD,932323.1291269697
851,2025-11-28,Plume,deUSD,0.0
852,2025-11-28,Plume,sdeUSD,23750.474009612997
853,2025-11-28,Plume,xUSD,0.0
854,2025-11-28,ethereum,deUSD,3179.1393490023597
855,2025-11-28,ethereum,sdeUSD,10780514.87409889
856,2025-11-28,ethereum,xUSD,0.20327130203907284
857,2025-11-29,Arbitrum,xUSD,956496.8634819969
858,2025-11-29,Plume,deUSD,0.0
859,2025-11-29,Plume,sdeUSD,24196.88983047783
860,2025-11-29,Plume,xUSD,0.0
861,2025-11-29,ethereum,deUSD,3179.997384810419
862,2025-11-29,ethereum,sdeUSD,11019549.542311715
863,2025-11-29,ethereum,xUSD,0.2032999467453134
864,2025-11-30,Arbitrum,xUSD,983406.9476206566
865,2025-11-30,Plume,deUSD,0.0
866,2025-11-30,Plume,sdeUSD,24684.076061380892
867,2025-11-30,Plume,xUSD,0.0
868,2025-11-30,ethereum,deUSD,3180.9119204135777
869,2025-11-30,ethereum,sdeUSD,11263604.04911659
870,2025-11-30,ethereum,xUSD,0.20332365418321158
871,2025-12-01,Arbitrum,xUSD,1013500.949050243
872,2025-12-01,Plume,deUSD,0.0
873,2025-12-01,Plume,sdeUSD,25218.09519239819
874,2025-12-01,Plume,xUSD,0.0
875,2025-12-01,ethereum,deUSD,3182.1591678793066
876,2025-12-01,ethereum,sdeUSD,11513730.588815747
877,2025-12-01,ethereum,xUSD,0.203360376016475
878,2025-12-02,Arbitrum,xUSD,1032966.1946126219
879,2025-12-02,Plume,deUSD,0.0
880,2025-12-02,Plume,sdeUSD,25800.37841889321
881,2025-12-02,Plume,xUSD,0.0
882,2025-12-02,ethereum,deUSD,3183.6606816236235
883,2025-12-02,ethereum,sdeUSD,11769452.308532663
884,2025-12-02,ethereum,xUSD,0.20339719248735605
885,2025-12-03,Arbitrum,xUSD,1051617.418947284
886,2025-12-03,Plume,deUSD,0.0
887,2025-12-03,Plume,sdeUSD,26443.02886138852
888,2025-12-03,Plume,xUSD,0.0
889,2025-12-03,ethereum,deUSD,3185.116382776551
890,2025-12-03,ethereum,sdeUSD,12030182.211943602
891,2025-12-03,ethereum,xUSD,0.20342310832564514
892,2025-12-04,Arbitrum,xUSD,1070711.9290720483
893,2025-12-04,Plume,deUSD,0.0
894,2025-12-04,Plume,sdeUSD,27148.710228786207
895,2025-12-04,Plume,xUSD,0.0
896,2025-12-04,ethereum,deUSD,3187.1954668439203
897,2025-12-04,ethereum,sdeUSD,12298087.977433344
898,2025-12-04,ethereum,xUSD,0.20347094690567508
899,2025-12-05,Arbitrum,xUSD,1089952.414778641
900,2025-12-05,Plume,deUSD,0.0
901,2025-12-05,Plume,sdeUSD,27957.2029359036
902,2025-12-05,Plume,xUSD,0.0
903,2025-12-05,ethereum,deUSD,3189.064146569865
904,2025-12-05,ethereum,sdeUSD,12569819.640829358
905,2025-12-05,ethereum,xUSD,0.20348419977732707
906,2025-12-06,Arbitrum,xUSD,1109440.4364421915
907,2025-12-06,Plume,deUSD,0.0
908,2025-12-06,Plume,sdeUSD,28582.351148770063
909,2025-12-06,Plume,xUSD,0.0
910,2025-12-06,ethereum,deUSD,3190.969627361554
911,2025-12-06,ethereum,sdeUSD,12846603.886719014
912,2025-12-06,ethereum,xUSD,0.2034835173540497
913,2025-12-07,Arbitrum,xUSD,1129480.7712681447
914,2025-12-07,Plume,deUSD,0.0
915,2025-12-07,Plume,sdeUSD,29205.948806568533
916,2025-12-07,Plume,xUSD,0.0
917,2025-12-07,ethereum,deUSD,3194.0383424065244
918,2025-12-07,ethereum,sdeUSD,13132048.13194145
919,2025-12-07,ethereum,xUSD,0.20352184889975916
