,chainId,uniqueKey,found,loanSymbol,loanAddress,loanDecimals,collateralSymbol,collateralAddress,collateralDecimals,lltv_like,lltv_field,oracleAddress,oracle_field,irmAddress,irm_field
0,42161,0x9e90aec7d768403dacc9dd0d8320307fda3f980eed4df43e3e52168a1c667709,True,USDC,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,6,xUSD,0x6eAf19b2FC24552925dB245F9Ff613157a7dbb4C,6,915000000000000000,lltv,0x1837efFC34Bb5a96EFdA00d53560799bE3a4226E,oracle.address,0x66F30587FB8D4206918deb78ecA7d5eBbafD06DA,irmAddress
1,1,0x0f9563442d64ab3bd3bcb27058db0b0d4046a4c46f0acd811dacae9551d2b129,True,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,6,sdeUSD,0x5C5b196aBE0d54485975D1Ec29617D42D9198326,18,915000000000000000,lltv,0x65F9f6d537C2D628D1c2663896436817440eDB72,oracle.address,0x870aC11D48B15DB9a138Cf899d20F13F79Ba00BC,irmAddress
2,1,0xbd1ad3b968f5f0552dbd8cf1989a62881407c5cccf9e49fb3657c8731caf0c1f,True,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,6,deUSD,0x15700B564Ca08D9439C58cA5053166E8317aa138,18,860000000000000000,lltv,0x1325Eb089Ac14B437E78D5D481e32611F6907eF8,oracle.address,0x870aC11D48B15DB9a138Cf899d20F13F79Ba00BC,irmAddress
3,98866,0x8d009383866dffaac5fe25af684e93f8dd5a98fed1991c298624ecc3a860f39f,True,pUSD,0xdddD73F5Df1F0DC31373357beAC77545dC5A6f3F,6,sdeUSD,0x3f6c8f2Efb8cc78C3baB5353E2Ad5f19De56D856,18,915000000000000000,lltv,0xbb1B44e3371F4b13fC6D9AabF6Be91DA079718Cb,oracle.address,0x7420302Ddd469031Cd2282cd64225cCd46F581eA,irmAddress
